
123	ART_AND_DESIGN	com.fort.dance_emotes	27	16	0	0	3	0	3	0	0
124	ART_AND_DESIGN	com.fortnitedrawing.housdevinc	25	16	0	1	0	0	0	1	0
125	ART_AND_DESIGN	com.fortnit_battle.emotes	27	16	0	0	3	0	3	0	0
126	ART_AND_DESIGN	com.frog.amazing	23	11	3	-3	12	3	0	0	0
127	ART_AND_DESIGN	com.goanimate	23	17	0	1	3	0	0	1	0
128	ART_AND_DESIGN	com.greetingsisland.sam	26	16	0	11	6	0	3	11	0
129	ART_AND_DESIGN	com.howtodrawbendy.bendytheinkmachine	22	9	0	3	9	0	0	3	0
130	ART_AND_DESIGN	com.idz.pixel.art.coloring.numbers	27	9	3	-3	14	3	0	0	0
131	ART_AND_DESIGN	com.infokombinat.coloringanime	26	14	0	4	4	0	3	4	0
132	ART_AND_DESIGN	com.infokombinat.howtodrawdogs	26	14	0	3	4	0	3	3	0
133	ART_AND_DESIGN	com.ItsFunnehWallpapers.ItsFunnehWallpapers	22	11	0	3	9	0	0	3	0
134	ART_AND_DESIGN	com.sec.penup	26	21	5	8	10	5	7	13	0
135	ART_AND_DESIGN	com.sonymobile.sketch	24	17	1	12	18	1	0	13	1
136	ART_AND_DESIGN	com.sweefitstudios.drawkawaii	25	14	0	0	2	0	0	0	0
137	ART_AND_DESIGN	com.tattoo.maker.design.app	26	16	0	2	4	0	1	2	0
138	ART_AND_DESIGN	com.tattoodesign.photoses	27	15	0	0	3	0	3	0	0
139	ART_AND_DESIGN	com.teazel.coloring	25	16	0	12	11	0	0	12	0
140	ART_AND_DESIGN	com.thebestappinc.mbts	24	14	1	4	5	1	2	5	0
141	ART_AND_DESIGN	com.vblast.flipaclip	27	15	5	9	9	5	0	14	0
142	ART_AND_DESIGN	com.vicart.polycoloring	26	15	0	0	4	0	0	0	0
143	ART_AND_DESIGN	com.wahyuashari.glitchapp	25	16	0	0	2	0	0	0	0
144	ART_AND_DESIGN	com.wallzstudio.fairywallpapers	22	11	0	3	9	0	0	3	0
145	ART_AND_DESIGN	com.workSPACE.Fraksl	25	9	0	0	0	0	0	0	0
146	ART_AND_DESIGN	com.wownowapps.LearnHowToDrawSurpriseDolls	26	14	0	0	4	0	3	0	0
147	ART_AND_DESIGN	fonteee.typography.quotes.text.swag	19	16	0	3	6	0	3	3	0
148	ART_AND_DESIGN	hd.uhd.superheroes.wallpapers.top.best	27	15	0	7	1	0	0	7	0
149	ART_AND_DESIGN	kenmaz.net.animemaker	25	16	0	5	4	0	0	5	0
150	ART_AND_DESIGN	logo.animation	24	14	0	0	2	0	0	0	0
151	AUTO_AND_VEHICLES	air.com.readysquare.scsm	27	14	3	-3	14	3	0	0	0
152	AUTO_AND_VEHICLES	altergames.carlauncher	27	15	0	6	20	0	3	6	0
153	AUTO_AND_VEHICLES	applecarplayautoapps.wazegps.automatecardashboard.guideforcarplay.smartdashdroidmapssiricommandsvoice	27	17	0	3	4	0	3	3	0
154	ART_AND_DESIGN	southuniversdev.coloring.sonic	21	9	0	0	4	0	0	0	0
156	AUTO_AND_VEHICLES	br.com.ctncardoso.ctncar	27	15	0	12	7	0	1	12	0
158	AUTO_AND_VEHICLES	com.andromo.dev498527.app570067	24	14	0	2	6	0	0	2	0
159	AUTO_AND_VEHICLES	com.app.fanmods	26	21	0	8	5	0	3	8	0
160	AUTO_AND_VEHICLES	com.app.p1934GF	23	10	0	3	8	0	0	3	0
161	ART_AND_DESIGN	com.jdpapps.paintmandalas	22	9	0	2	11	0	0	2	0
162	AUTO_AND_VEHICLES	com.app_oldcarsnpepsi.layout	25	16	3	10	17	3	0	13	0
163	AUTO_AND_VEHICLES	com.autolauncher.motorcar.free	26	14	1	11	4	1	1	12	0
164	AUTO_AND_VEHICLES	com.autoscout24	26	17	0	22	10	0	0	22	0
165	AUTO_AND_VEHICLES	com.banyac.midrive.app.na	23	15	0	0	2	0	0	0	0
166	AUTO_AND_VEHICLES	com.banyac.mijia.app.intl	23	15	0	0	1	0	0	0	0
﻿168	AUTO_AND_VEHICLES	com.bitspice.automate	27	16	6	12	11	6	7	18	1
170	AUTO_AND_VEHICLES	com.canada.autoparts	23	9	0	0	5	0	0	0	0
171	AUTO_AND_VEHICLES	com.canada.usedcars	23	9	0	0	5	0	0	0	0
172	AUTO_AND_VEHICLES	com.carlauncher.theme.leather.three	25	14	0	0	2	0	3	0	0
173	AUTO_AND_VEHICLES	com.carpart.classic	25	19	0	0	1	0	0	0	0
174	AUTO_AND_VEHICLES	com.ccapp.basement	24	14	0	7	6	0	0	7	0
175	AUTO_AND_VEHICLES	com.chipsguide.app.roav.fmplayer	23	17	0	9	0	0	0	9	0
176	AUTO_AND_VEHICLES	com.clockworkbits.piston	27	14	1	0	0	1	0	1	0
177	AUTO_AND_VEHICLES	com.coco.g1	22	17	0	4	4	0	0	4	0
178	AUTO_AND_VEHICLES	com.customsolutions.android.udm	23	21	0	21	30	0	3	21	0
179	AUTO_AND_VEHICLES	com.lge.mirrordrive	17	15	0	3	3	0	0	3	0
180	AUTO_AND_VEHICLES	com.lkqcorp.rebuilders	25	19	0	1	7	0	0	1	0
181	AUTO_AND_VEHICLES	com.maoujoud2017.CanadianDrivingTestsQuebec	22	14	0	0	7	0	0	0	0
182	AUTO_AND_VEHICLES	com.maoujoud2017.PermisQuebec_copy2	22	14	0	3	9	0	0	3	0
183	AUTO_AND_VEHICLES	com.mehome.autovox.Carcam	23	14	0	5	8	0	0	5	0
184	AUTO_AND_VEHICLES	com.meyaeditor.car.fm.transmitter	27	14	3	5	12	3	3	8	0
185	AUTO_AND_VEHICLES	com.mg.simplelicznik	23	19	0	0	3	0	0	0	0
186	AUTO_AND_VEHICLES	com.motordata.obd	22	14	0	8	6	0	0	8	0
187	AUTO_AND_VEHICLES	com.mtsdealersolutions.vindecoded	26	15	0	9	6	0	3	9	0
188	AUTO_AND_VEHICLES	com.napko.RealDash	26	15	0	6	4	0	3	6	0
189	AUTO_AND_VEHICLES	com.nezdroid.cardashdroid	27	17	1	13	13	1	3	14	0
190	AUTO_AND_VEHICLES	com.nomanprojects.mycartracks	23	14	5	22	27	5	0	27	1
191	AUTO_AND_VEHICLES	com.obdautodoctor	27	16	0	3	3	0	1	3	0
192	AUTO_AND_VEHICLES	com.obdmax2	26	16	0	13	8	0	1	13	0
193	AUTO_AND_VEHICLES	com.ovz.carscanner	26	18	0	0	2	0	3	0	0
194	AUTO_AND_VEHICLES	com.parkeon.whoosh	26	19	0	9	8	0	3	9	0
195	AUTO_AND_VEHICLES	com.permis.conduire.quebec	25	15	0	0	2	0	0	0	0
196	AUTO_AND_VEHICLES	com.Permis.Quebec	22	14	0	3	9	0	0	3	0
197	AUTO_AND_VEHICLES	com.prizmos.carista	27	15	1	6	6	1	1	7	0
198	AUTO_AND_VEHICLES	com.pulsational.easytogasandroid	26	16	0	0	1	0	0	0	0
199	AUTO_AND_VEHICLES	com.punchcard.goauto	22	16	0	0	1	0	0	0	0
200	AUTO_AND_VEHICLES	com.radio.transmitter	23	11	3	-3	12	3	0	0	0
201	AUTO_AND_VEHICLES	com.romanrol.streetracing	22	15	0	7	4	0	0	7	0
202	AUTO_AND_VEHICLES	com.smalltalkapps.textdrive	27	14	3	7	4	3	3	10	0
203	AUTO_AND_VEHICLES	com.stupendous.speedomter	22	14	0	1	2	0	0	1	0
204	AUTO_AND_VEHICLES	com.trovit.android.apps.cars	27	15	0	18	6	0	0	18	0
205	AUTO_AND_VEHICLES	com.vincent.drivemode	27	23	1	5	5	1	1	6	0
206	AUTO_AND_VEHICLES	com.virtualmaze.gpscarparking	26	15	0	7	7	0	3	7	0
207	AUTO_AND_VEHICLES	com.voltasit.obdeleven	27	16	0	10	2	0	0	10	0
208	AUTO_AND_VEHICLES	com.vseazs.fuelcalc	25	16	3	2	10	3	0	5	0
209	AUTO_AND_VEHICLES	com.wPermisdeconduireQuebec_6805785	25	14	0	16	29	0	0	16	0
210	AUTO_AND_VEHICLES	com.x15tech.tarifadinamica	25	20	2	1	11	2	0	3	1
211	AUTO_AND_VEHICLES	com.yamnata.kijijialertcars	23	19	0	0	3	0	0	0	0
212	AUTO_AND_VEHICLES	com.zhixin.roav.cam	26	21	1	6	5	1	3	7	0
213	AUTO_AND_VEHICLES	com.zymbia.carpm_mechanic	27	14	0	25	10	0	3	25	0
214	AUTO_AND_VEHICLES	de.appomotive.bimmercode	22	17	0	0	0	0	0	0	0
215	AUTO_AND_VEHICLES	de.hammtech.bestcarsounds	19	5	1	2	6	1	3	3	0
216	BEAUTY	apps.yamayka.beautifulhair	25	14	0	2	5	0	0	2	0
217	AUTO_AND_VEHICLES	com.digitalhud.speedometer	26	18	0	21	2	0	3	21	0
218	BEAUTY	beauty.fairness.com.instantbeauty.MainActivity	26	16	0	3	4	0	3	3	0
219	BEAUTY	best.photo.app.girlshairstyles	26	14	0	1	3	0	3	1	0
220	BEAUTY	best.photo.app.manhairstyles2018	26	14	0	1	3	0	3	1	0
221	BEAUTY	best.photo.apps.makeup	26	15	0	0	6	0	3	0	0
222	BEAUTY	br.com.felipesantos.findmyshade	25	19	0	11	11	0	0	11	0
223	BEAUTY	cas.filters.forSnapchat	22	14	0	1	0	0	0	1	0
224	BEAUTY	cas.rainbow.camera.photo.editor	25	14	0	5	1	0	0	5	0
225	BEAUTY	com.almahir.hbtips	27	16	0	0	3	0	1	0	0
226	BEAUTY	com.andres2288.myapplication1	24	15	0	9	9	0	0	9	0
227	BEAUTY	com.andromo.dev365082.app591092	24	14	0	0	2	0	2	0	0
228	BEAUTY	com.andromo.dev453956.app734506	24	14	0	0	2	0	2	0	0
229	BEAUTY	com.andromo.dev597108.app787794	24	14	0	0	2	0	2	0	0
230	BEAUTY	com.andromo.dev597108.app809699	24	14	0	0	2	0	2	0	0
231	BEAUTY	com.andromo.dev597108.app810135	24	14	0	0	2	0	2	0	0
232	BEAUTY	com.animeinpisration.picturesall	24	15	0	8	13	0	0	8	0
233	BEAUTY	com.anz.makeup	27	14	0	0	3	0	3	0	0
234	BEAUTY	com.arcsoft.perfect365	19	16	1	69	83	1	3	70	1
235	BEAUTY	com.barilab.handmirror.googlemarket	25	11	0	4	13	0	0	4	0
236	BEAUTY	com.Bdroid.MyBestHairstylesstepbystep	21	9	3	-3	11	3	0	0	0
237	BEAUTY	com.beautysystemsgroup.stylist.canada	27	19	0	9	8	0	3	9	0
238	AUTO_AND_VEHICLES	forderror.forddtc.elm327.fordtroublecode.oht.fordscan.fordsysscan	23	15	0	6	4	0	0	6	0
239	AUTO_AND_VEHICLES	horhomun.oliviadrive	27	14	1	5	1	1	0	6	1
240	BEAUTY	com.jazirat.murmaris_18	27	15	0	10	8	0	3	10	0
241	BEAUTY	com.jkfantasy.camera.jkpmirrorcamera	23	14	0	2	0	0	0	2	0
242	BEAUTY	com.junjundroid.makeuptutorial	18	9	0	0	10	0	0	0	0
243	BEAUTY	com.kawaii.kitty.cupcat.theme	19	14	0	2	1	0	0	2	0
244	BEAUTY	com.lab.photo.editor.filters.forSnapchat	19	9	0	1	7	0	0	1	0
245	BEAUTY	com.launcher.theme.t211799967	19	14	0	2	1	0	0	2	0
246	BEAUTY	com.launcher.theme.t211800390	19	14	0	2	1	0	0	2	0
247	BEAUTY	com.lyrebirdstudio.beauty	26	23	0	3	3	0	2	3	0
248	BEAUTY	com.andromo.dev597108.app806919	24	14	0	0	2	0	2	0	0
249	BEAUTY	com.lajeuneandassociatesllc.barberchopdev	26	15	0	2	4	0	0	2	0
250	BEAUTY	com.launcher.theme.t211806685	19	14	0	2	1	0	0	2	0
251	BEAUTY	com.makeup.photo.grid.salon	25	16	0	0	3	0	0	0	0
252	BEAUTY	com.MakeuP.TutoRial	24	15	0	7	11	0	0	7	0
253	BEAUTY	com.northpark.beautycamera	22	14	0	4	9	0	0	4	0
254	BEAUTY	com.northpark.periodtracker	25	14	0	12	9	0	0	12	0
255	BEAUTY	com.outthinking.facemakeup	23	16	0	3	4	0	0	3	0
256	BEAUTY	com.perfectcorp.ycn	23	19	0	14	22	0	3	14	0
257	BEAUTY	com.themelab.launcher.elephant	22	16	0	3	7	0	1	3	0
258	BEAUTY	com.themelab.launcher.fashioncat	22	16	0	14	7	0	1	14	0
259	BEAUTY	com.trending.facetoner	25	21	0	1	4	0	0	1	0
260	BEAUTY	com.trove	27	16	0	8	4	0	3	8	0
261	BEAUTY	com.vanford.FaceBlemishesClean	22	14	0	3	11	0	0	3	0
262	BEAUTY	com.vanitymirror.light	14	14	0	0	4	0	0	0	0
263	BEAUTY	com.wYouniqueMakeup_6271763	25	14	0	14	25	0	0	14	0
264	BEAUTY	com.zelihazisanapp.adimadimmakyaj	23	9	3	-2	12	3	0	1	0
265	BEAUTY	com.zelihazisanapp.makyajegitimiyeni	23	9	3	-2	12	3	0	1	0
266	BEAUTY	dailytools.facemakeup	22	15	0	3	5	0	0	3	0
267	BEAUTY	dog.pet.cute.puppy	19	14	0	2	1	0	0	2	0
268	BEAUTY	dsa.filters.for.selfie	25	14	0	0	0	0	0	0	0
269	BEAUTY	eyebrow.makeup_virtualapps	19	9	0	1	7	0	0	1	0
270	BEAUTY	fr.officinea.cleanbeauty	26	18	0	7	3	0	0	7	0
271	BEAUTY	hairstyles.haircut.hairstyleapp	23	15	0	0	3	0	0	0	0
272	BEAUTY	keyboard.theme.k820000476	26	15	0	2	2	0	0	2	0
273	BEAUTY	keyboard.theme.k820001261	26	15	0	2	2	0	0	2	0
274	BEAUTY	keyboard.theme.k820006797	26	15	0	2	2	0	0	2	0
275	BEAUTY	keyboard.theme.k820007543	26	15	0	2	2	0	0	2	0
276	BEAUTY	kr.bskco.thebodyshop	25	16	0	5	4	0	0	5	0
277	BEAUTY	kr.co.company.hwahae	23	16	0	10	10	0	2	10	0
278	BEAUTY	live.wallpaper.girl.butt.rump	21	14	0	3	2	0	0	3	0
279	BEAUTY	net.booksy.customer	26	15	0	9	8	0	0	9	0
280	BEAUTY	net.kurdsofts.tieatie	25	17	0	5	4	0	0	5	0
281	BEAUTY	sad.man.hairstyle	24	15	3	14	13	3	0	17	0
282	BEAUTY	top.haircolorchanger	26	16	0	0	1	0	0	0	0
283	BEAUTY	website.pawanth.truefacemirror	25	16	0	0	2	0	0	0	0
284	BEAUTY	com.catface.cameraeditor.selfiesnapcatcatchat	18	9	0	0	6	0	0	0	0
285	BEAUTY	com.cognivint.cimsg	24	19	0	5	9	0	0	5	0
286	BEAUTY	com.czene.nailbook	27	16	0	6	6	0	3	6	0
287	BEAUTY	com.dreamcode.hot.girl.app.bikinis.models.wallpaper	27	14	0	11	2	0	1	11	0
288	BOOKS_AND_REFERENCE	air.ie.capture.fisherprice	25	14	0	0	2	0	0	0	0
289	BOOKS_AND_REFERENCE	an.SpanishTranslate	20	16	0	0	0	0	0	0	0
290	BOOKS_AND_REFERENCE	app.librivox.android	27	14	1	10	4	1	1	11	0
291	BEAUTY	com.fashion.teenoutfits	26	15	0	0	3	0	3	0	0
292	BOOKS_AND_REFERENCE	best2017translatorapps.all.language.translator.free	26	15	0	0	0	0	0	0	0
293	BEAUTY	com.filters.forMusically.filters4musically	25	16	0	3	4	0	0	3	0
294	BOOKS_AND_REFERENCE	com.addictedapp.addicted	27	19	0	5	4	0	3	5	0
295	BOOKS_AND_REFERENCE	com.adobe.digitaleditions	21	19	3	-1	13	3	0	2	0
296	BOOKS_AND_REFERENCE	com.aldiko.android	22	14	0	10	11	0	3	10	0
297	BOOKS_AND_REFERENCE	com.alienskills.geekappv20	26	15	0	7	1	0	0	7	0
298	BEAUTY	com.gangnam.sister	26	15	0	10	6	0	3	10	0
299	BOOKS_AND_REFERENCE	com.ancestry.android.apps.ancestry	26	21	0	8	10	0	3	8	0
300	BOOKS_AND_REFERENCE	com.andromo.dev323337.app507034	24	14	1	2	5	1	2	3	1
301	BOOKS_AND_REFERENCE	com.audible.application	25	16	2	33	27	2	3	35	0
302	BEAUTY	com.hafr.alwajh_15	27	15	0	10	8	0	3	10	0
303	BOOKS_AND_REFERENCE	com.audubon.mobile.android	22	21	0	4	2	0	0	4	0
304	BOOKS_AND_REFERENCE	com.bluefirereader	14	14	0	1	4	0	0	1	0
305	BOOKS_AND_REFERENCE	com.conem.app.pocketthesaurus	27	16	1	9	9	1	3	10	1
306	BOOKS_AND_REFERENCE	com.createyouranimojiadvice.animojiforandroid	23	15	0	0	3	0	0	0	0
307	BOOKS_AND_REFERENCE	com.csnmedia.android.bg	25	16	1	4	2	1	0	5	0
308	BOOKS_AND_REFERENCE	com.curse.dndbeyond	27	19	0	2	5	0	3	2	0
309	BOOKS_AND_REFERENCE	com.desjardins.mobile.hubad	17	8	0	0	0	0	0	0	0
310	BOOKS_AND_REFERENCE	com.dictionary	27	16	1	11	9	1	4	12	0
311	BOOKS_AND_REFERENCE	com.ea.gp.nbalivecompanion	22	19	2	1	12	2	0	3	0
312	BOOKS_AND_REFERENCE	com.ebooks.ebookreader	24	14	0	10	6	0	0	10	0
313	BOOKS_AND_REFERENCE	com.eighteen.goradar	25	16	3	6	12	3	0	9	0
314	BOOKS_AND_REFERENCE	com.mobisystems.ubreader_west	27	15	1	13	12	1	3	14	0
315	BOOKS_AND_REFERENCE	com.moviestowatch.freealltime	25	15	0	7	13	0	0	7	0
316	BOOKS_AND_REFERENCE	com.MpFish.KnotsLite	26	15	0	7	2	0	1	7	0
317	BOOKS_AND_REFERENCE	com.mustread	27	16	0	8	7	0	3	8	0
318	BOOKS_AND_REFERENCE	com.mybenta.artofwar	26	16	0	3	3	0	0	3	0
319	BOOKS_AND_REFERENCE	com.neptuns.usefulfishingknots	23	9	0	2	6	0	0	2	0
320	BOOKS_AND_REFERENCE	com.neptuns.usefulknots	27	14	0	4	1	0	0	4	0
321	BOOKS_AND_REFERENCE	com.ng.mangazone	20	15	3	10	30	3	3	13	0
322	BOOKS_AND_REFERENCE	com.nhn.android.search	23	16	1	19	22	1	3	20	0
323	BOOKS_AND_REFERENCE	com.oodles.download.free.ebooks.reader	26	19	1	16	6	1	0	17	1
